Category,Evidence,Quality,autoimmune,Parent,Disease,Syn,SNOMED,ConceptID,Profile,pubmed,Citation,prevtype,Prevalence_Description,prevnotes,min_rate,max_rate, denom , us_cases_min ,us_cases_max,us_cases_mean,rateper100k,Antibodies,Rose_Mackay Citation,Pubmed Evidence (incomplete)
Nervous System,TCELL,Strong,Autoimmune,Chronic inflammatory demyelinating polyradiculoneuropathy,Chronic inflammatory demyelinating polyneuropathy,S,128209004,381009,,https://pubmed.ncbi.nlm.nih.gov/19260065/,Rajabally 2009.,P,"1.97 to 4.77 cases per 100,000",,1.97,4.77," 100,000 "," 6,566 "," 15,898 "," 11,232 ", 3.4 ,,"Expression of the blood–nerve barrier constituents claudin-5 and ZO-1 is altered in CIDP perhaps contributing to increased BNB permeability (Kanda et al., 2004). Within the endoneurium T cells secrete IFN-γ, IL-2, and TNF-α (Mathey et al., 1999) and probably others, contributing to inflammatory upregulation of effectors such as macrophages, continued recruitment, and direct nerve damage. Expression of downregulatory cytokines IL-4, IL-10, and TGF-β is also found, and in CIDP expression of NGF, GDNF, LIF, and their receptors may contribute to nerve regeneration (Yamamoto et al., 2002). Clear evidence of Fas deficiency gives support to an inability to halt the ongoing response as effectively as in a monophasic disease (Comi et al., 2009).

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
Nervous System,TCELL,Strong,Autoimmune,Chronic inflammatory demyelinating polyradiculoneuropathy,Chronic relapsing polyneuropathy,S,128209004,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,TCELL,Strong,Autoimmune,Chronic inflammatory demyelinating polyradiculoneuropathy,Chronic inflammatory demyelinating polyradiculoneuropathy with central nervous system demyelination,S,230564004,4048024,,,,,,,,,,0,0,0, -   ,,,
Bladder,Unconfirmed,Moderate,Unconfirmed,Chronic interstitial cystitis,Chronic interstitial cystitis,N,197834003,75863,"Interstitial cystitis is a chronic disorder that affects the urinary system. Common symptoms include frequent urination, urinary urgency, pelvic pain, and pain during or after sexual intercourse. These symptoms can flare and can cause different levels of discomfort in different people. Some symptomatic flares last only days, while others can affect a person for months. Environmental factors that may cause symptoms to intensify include menstruation, stress, sexual activity, exercise, and specific foods and drinks. These symptoms can affect a person's quality of life. For example, a person with interstitial cystitis may feel the urge to urinate up to 60 times a day, causing interruptions in daily activities, including sleep. 

Currently, the cause of interstitial cystitis is unknown. There are two main theories about its cause. The first is damage to the tissue lining of the bladder. This damage allows toxins to leak into the bladder, further damaging the organ. The second theory is inflammation to the bladder. Both theorized causes could be due to an autoimmune disorder, leading the immune system to attack the bladder. The variety of treatments that are currently available fail to prevent the worsening of the disease, but can help with symptom relief.",https://pubmed.ncbi.nlm.nih.gov/28391486/,Patnaik 2017,P,"10.6 to 22.5 cases per 100,000",,10.6,22.5," 100,000 "," 35,330 "," 74,993 "," 55,161 ", 16.6 ,,"The best evidence for autoimmunity in interstitial cystitis is the disease association with SLE (Fister, 1938; Shipton, 1965; Boye et al., 1979), Sjögren's syndrome, and autoimmune thyroiditis (Oravisto, 1980). In 129 cases, Peeker et al. (2003) supplemented these associations with cases of “hypersensitivity/allergic disorders,” rheumatoid arthritis, and inflammatory bowel diseases. The high population frequency of interstitial cystitis (1–2 per 1000, overall, predominantly among women, ≈90%), has led in the USA to a patient support group being founded (Interstitial Cystitis Association). Subtypes of interstitial cystitis are sometimes cited for case classification into ulcerative (typical) or non-ulcerative types, and into primary (sole disorder) or secondary (associated with SLE or other immune-mediated disease) (de la Serna and Alarcon-Segovia, 1981; Alarcon-Segovia et al., 1984). Biomarkers are needed to assess accuracy of diagnosis and efficacy of treatment, with formal criteria for diagnosis being specified by the National Institute of Diabetes and Digestive and Kidney Diseases of the NIH (USA). Serologic studies have not been helpful. Bladder-specific autoantibodies were reported by Silk (1970), but have not been confirmed. Frequencies of ANA were raised according to Oravisto et al. (1970) and Jokinen et al. (1972). However, in a more contemporary study Ochs et al. (1994) assembled 96 patients whose sera were tested for ANA by immunofluorescence on tissue sections and on HEp-2 cells, and additionally a cultured bladder epithelial cell line was used for Western blotting. Autoantibodies specific to bladder cells were not demonstrable, but there was an increased frequency, 36% versus 8% in female controls, of non-tissue-specific autoantibodies (cut-off titer 1:40); the reactivities were mostly ANA with staining patterns usually speckled or nucleolar, unlike what pertains in SLE, and tests for AMA were positive in three cases. The findings of Ochs et al. (1994) were not seen as indicative of a primary autoimmune attack on the bladder wall but rather as a consequence of an undefined chronic inflammatory process, with autoantibodies secondarily augmenting this process.

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",https://pubmed.ncbi.nlm.nih.gov/34616760/
Bladder,Unconfirmed,Moderate,Unconfirmed,Chronic interstitial cystitis,IC,A,197834003,,,,,,,,,,,0,0,0, -   ,,,
Bladder,Unconfirmed,Moderate,Unconfirmed,Chronic interstitial cystitis,PBS,A,197834003,,,,,,,,,,,0,0,0, -   ,,,
Bladder,Unconfirmed,Moderate,Unconfirmed,Chronic interstitial cystitis,Bladder pain syndrome,S,197834003,,,,,,,,,,,0,0,0, -   ,,,
Bladder,Unconfirmed,Moderate,Unconfirmed,Chronic interstitial cystitis,Painful bladder syndrome,S,197834003,,,,,,,,,,,0,0,0, -   ,,,
Musculoskeletal,Unconfirmed,Unconfirmed,Unconfirmed,Chronic Lyme disease,Lyme disease,V,23502006,440638,"Lyme disease (named for the town of Lyme, Connecticut where it was first identified) is a bacterial disease transmitted through the bite of an infected black-legged tick, commonly known as a deer tick. Infection is possible after 24 to 48 hours.  If the tick is not removed by then, it can transmit one of four main species of bacteria that cause Lyme disease: Borrelia burgdorferi, Borrelia mayonii, Borrelia afzelii and Borrelia garinii bacteria. The infection can be detected by a red “bulls-eye” rash or by Bell’s Palsy, a condition in which facial muscles are paralyzed. 

If the disease is detected and treated (with antibiotics) recovery is usually complete and symptoms like Bell’s disappear completely. In these cases, there is no autoimmune disease.   

However, in some people, the Lyme disease triggers symptoms similar to rheumatoid arthritis. This is called “chronic Lyme disease” and is suspected of being an autoimmune disease.  ",CONFIRMED NO DATA Sept 2021,No studies found,P,Extremely rare," Extremely rare, no published data ",,,0, 50 , 50 , 50 , 0.0 ,,Comorbid with strong-evidence AD but autoantibodies not confirmed,
Musculoskeletal,Unconfirmed,Unconfirmed,Unconfirmed,Chronic Lyme disease,Chronic Lyme disease,N,33937009,440638,"Lyme disease (named for the town of Lyme, Connecticut where it was first identified) is a bacterial disease transmitted through the bite of an infected black-legged tick, commonly known as a deer tick. Infection is possible after 24 to 48 hours.  If the tick is not removed by then, it can transmit one of four main species of bacteria that cause Lyme disease: Borrelia burgdorferi, Borrelia mayonii, Borrelia afzelii and Borrelia garinii bacteria. The infection can be detected by a red “bulls-eye” rash or by Bell’s Palsy, a condition in which facial muscles are paralyzed. 

If the disease is detected and treated (with antibiotics) recovery is usually complete and symptoms like Bell’s disappear completely. In these cases, there is no autoimmune disease.   

However, in some people, the Lyme disease triggers symptoms similar to rheumatoid arthritis. This is called “chronic Lyme disease” and is suspected of being an autoimmune disease.  ",CONFIRMED NO DATA Sept 2021,No studies found,P,Extremely rare," Extremely rare, no published data ",,,0, 50 , 50 , 50 , 0.0 ,,Comorbid with strong-evidence AD but autoantibodies not confirmed,
Musculoskeletal,Unconfirmed,Unconfirmed,Unconfirmed,Chronic Lyme disease,Erythema Migrans with Polyarthritis,S,33937009,,,,,,,,,,,0,0,0, -   ,,,
Musculoskeletal,Unconfirmed,Unconfirmed,Unconfirmed,Chronic Lyme disease,Lyme Arthritis,S,33937009,4141757,,,,,,,,,,0,0,0, -   ,,,
Musculoskeletal,Unconfirmed,Unconfirmed,Unconfirmed,Chronic Lyme disease,Lyme Borreliosis,S,33937009,,,,,,,,,,,0,0,0, -   ,,,
Musculoskeletal,Unconfirmed,Not classified,Unconfirmed,Chronic multifocal osteomyelitis,Chronic multifocal osteomyelitis,N,240151005,4344376,"Chronic multifocal osteomyelitis (CRMO) occurs due to an immune system attack on the bones, which has not yet been deemed autoimmune or autoinflammatory in nature, which causes periodic episodes of inflammation of the bones. CRMO is a non bacterial type of osteomyelitis that is considered when bacterial options have been ruled out.

CRMO most commonly affects the long bones as well as the pelvis or spine. This disease can also be diagnosed along with inflammatory bowel disease or psoriasis. CRMO usually occurs in children and can cause bone deformities or slow growth in children. Although there is no cure for CRMO, treatments involved medications such as non-steroidal anti-inflammatory medications, antirheumatic drugs, biologics, and more.

Chronic non-bacterial osteomyelitis (CNO) is a rare auto-inflammatory bone disorder with a prevalence of around one in a million patients. In the more severe form, it is referred to as chronic recurrent multifocal osteomyelitis (CRMO). ",https://pubmed.ncbi.nlm.nih.gov/30456556/,Buch 2018,P,1 in 1 million,,1,," 1,000,000 ", 333 ,333.3,333.3, 0.1 ,Unconfirmed,Unconfirmed,Unconfirmed
Systemic,Unconfirmed,Unconfirmed,Unconfirmed,Chronic post-COVID-19 syndrome,Chronic post-COVID-19 syndrome,N,1119304009,600589,"In as many as 50% of cases of COVID-19 infection, the syndrome known as “Long COVID”  continues to affect a person for months, even years.  Data on this syndrome is mostly anecdotal and unscientific, but some formal research has been completed (citations below).

The symptoms of Long COVID are familiar to many people suffering from autoimmune diseases, including:

Fatigue

An unpredictable flare and remission pattern of recurrence

“Brain fog”, an interruption of memory, attention, and thought processing that can inhibit or prevent a person from performing normal activities

There are additional factors that COVID-19 and Long COVID share with autoimmune disease:

Myocarditis, reported among patients with COVID-19 and, in rare cases, among those who have been vaccinated, is also an autoimmune disease.

Blood clots similar to those found in the autoimmune disease antiphospholipid syndrome have been reported in patients with COVID-19 and Long COVID (though research suggests that the antibody response in Long COVID is not the same as the response found in autoimmune diseases).

High levels of antibodies to the immune-system proteins called type I interferons (IFNs) have been associated with severe COVID-19. 

A further factor leading to the inclusion of Long COVID on the list of autoimmune diseases is that evidence shows that severely ill patients tend to have a high concentration of pro-inflammatory cytokines, such as interleukin (IL)-6, compared to those who are moderately ill. 

Finally, there are other suspected associations between viral infection and autoimmune diseases. Most well known of these is the Epstein-Barr virus, which can lead to acute autoimmune diseases like Gulliere-Barre syndrome and chronic diseases like lupus. 

The Autoimmune Registry has decided to include Long COVID in its list of autoimmune diseases to support research into this emerging chronic condition.   We classify the level of evidence as “Unconfirmed”, which indicates that:

The disease follows a pattern common to autoimmune diseases;

Autoimmunity has not been ruled out; and 

More study is needed.",https://pubmed.ncbi.nlm.nih.gov/38359012/,Ford 2024,P,  Based on a survey of adults  , Based on a survey of adults ,6.2,6.5, 100 ," 16,178,315 "," 16,961,137 "," 16,569,726 "," 4,971.4 ",,,
Systemic,Unconfirmed,Unconfirmed,Unconfirmed,Chronic post-COVID-19 syndrome,COVID Long-Hauler,S,1119304009,,,,,,,,,,,,,,,,,
Systemic,Unconfirmed,Unconfirmed,Unconfirmed,Chronic post-COVID-19 syndrome,Long COVID,S,1119304009,,,,,,,,,,,,,,,,,
Systemic,Unconfirmed,Unconfirmed,Unconfirmed,Chronic post-COVID-19 syndrome,Post-acute COVID-19,S,1119304009,,,,,,,,,,,,,,,,,
Systemic,Unconfirmed,Unconfirmed,Unconfirmed,Chronic post-COVID-19 syndrome,Post-Acute Sequelae of COVID-19,S,1119304009,,,,,,,,,,,,,,,,,
